Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1901659336,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,80.65,,50020,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AUWEFARIA,
S1901659333,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,64.90,,74569,95808,Tournament,0.05,0,https://www.fanduel.com/entry/AVKBRSDFW,
S1901659331,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,84.25,,45670,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CMSGEJSKQ,
S1901659322,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,95.65,,26429,95808,Tournament,0.05,0,https://www.fanduel.com/entry/CNUBDSQGI,
S1901659317,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,93.31,,29867,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BKXGVLWSQ,
S1901659309,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,118.97,,5291,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BLLEIDIQM,
S1901659306,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,89.95,,35204,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BLZBUUUOI,
S1901659302,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,91.08,,33559,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BMMZHMGME,
S1901659298,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,76.67,,55649,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BITQWUBBG,
S1901659293,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,89.62,,35515,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BJHOJLMZC,
S1901659288,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,74.28,,61320,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BKJJIUKUU,
S1901659281,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,117.57,,6031,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BQGHSELXC,
S1901659277,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,63.05,,77895,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BNAWUDSKA,
S1901659273,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,93.85,,29047,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BOCRTMQFS,
S1901659269,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,104.07,,14612,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BTLSQFFKE,
S1901659264,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,107.08,,10988,95808,Tournament,0.05,0.10,https://www.fanduel.com/entry/BUNNPODFW,
S1901659262,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,92.07,,32481,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BVBLCFPDS,
S1901659258,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,74.58,,60758,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BRICRNJSU,
S1901659252,nfl,2019/12/01,$4K Sun NFL Pooch Punt,$60k,71.57,,65603,95808,Tournament,0.05,0,https://www.fanduel.com/entry/BSXVDNTMI,
S1898437976,nfl,2019/12/01,$125K Sun NFL Huddle (No Experienced Players),$60k,92.90,,29659,46296,Tournament,3,0,https://www.fanduel.com/entry/ARCVVTTLD,
S1898221697,nfl,2019/12/01,$18K Sun NFL Squib (Single Entry),$60k,95.66,,13789,21428,Tournament,1,0,https://www.fanduel.com/entry/ACRKRYYEZ,
S1897916899,nfl,2019/12/01,$125K Sun NFL Huddle (No Experienced Players),$60k,78.90,,39574,46296,Tournament,3,0,https://www.fanduel.com/entry/CCAEPNWLP,
S1896718778,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,67.37,,12690,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/ERJXKLRJC,
S1896718776,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.71,,28811,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/ERXUXDDGY,
S1896718775,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.45,,91171,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EWSYHEGNO,
S1896718773,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,42.96,,98825,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EXGVTVSLK,
S1896718771,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,40.20,,103393,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EXUTGNEJG,
S1896718768,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,40.66,,102264,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EUPIIMKWE,
S1896718766,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,66.14,,14804,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EVRDHVIRW,
S1896718764,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43.50,,97557,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EWFAUMUPS,
S1896718763,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,76.07,,2296,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/FBAEENXWI,
S1896718760,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,59.06,,39130,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FBOBRFJUE,
S1896718730,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,41.09,,101781,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BFAGAZFJC,
S1896718728,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,53.48,,60388,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BFODNQRGY,
S1896718727,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,69.18,,9049,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/BGCBAIDEU,
S1896718725,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,46.57,,87224,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ACRJFJXTG,
S1896718722,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,67.17,,13600,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/ADTEESVOY,
S1896718718,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,42.88,,98907,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AANTGSCBW,
S1896718717,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,40.56,,102575,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ABBQTJNZS,
S1896718715,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,39.09,,104906,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ABPOGAZXO,
S1896718714,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.53,,79885,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ACDLSSLVK,
S1896718712,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,53.11,,60876,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AGYPCTPCA,
S1896718710,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,47.10,,85055,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AIAKCCMXS,
S1896718708,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,70.73,,7264,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/AIOHOTYVO,
S1896718706,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,35.86,,107306,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AFIWQTFIM,
S1896718704,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.90,,88122,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AFWUDKRGI,
S1896718701,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.50,,89485,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AGKRQCDEE,
S1896718698,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,65.91,,15136,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/ALTSMUSIQ,
S1896718696,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,59.27,,36394,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AMHPZMEGM,
S1896718693,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,49.78,,73099,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AMVNMDQEI,
S1896718691,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,61.07,,25716,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/AJCFBLKTK,
S1896718688,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.60,,53784,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AJQCOCWRG,
S1896718645,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,52.58,,62073,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CGHHXBWEQ,
S1896718644,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43.08,,98569,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CGVFJTICM,
S1896718643,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,37.09,,106574,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CHJCWKUAI,
S1896718641,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,50.36,,70385,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CHXAJCFYE,
S1896718640,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,31,,109766,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CEDRYKANG,
S1896718638,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,46.66,,86972,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CERPLBMLC,
S1896718635,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43.66,,96458,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CFFMXSYIY,
S1896718633,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,49.68,,73912,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CFTKKKKGU,
S1896718632,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,68.67,,10200,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/CKONULNNK,
S1896718629,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,59.07,,39123,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CLCLHCZLG,
S1896718627,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,52.26,,62917,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CLQITULJC,
S1896718625,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,36.60,,106994,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CMEGGLXGY,
S1896718621,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,42.09,,99921,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CIKXVTRWA,
S1896718620,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,77.67,,1274,110614,Tournament,0.05,0.20,https://www.fanduel.com/entry/CIYVILDTW,
S1896718617,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.01,,33253,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CJMSVCPRS,
S1896718616,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.06,,91995,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CKAQHUBPO,
S1896718615,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,59.77,,33747,110614,Tournament,0.05,0,https://www.fanduel.com/entry/COVTRVEWE,
S1896718612,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,61.88,,23904,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/CPXORECRW,
S1896718611,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,78.63,,1015,110614,Tournament,0.05,0.20,https://www.fanduel.com/entry/CQLMDVOPS,
S1896718608,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.03,,46421,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CMSDTDJEU,
S1896718582,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,39.41,,104691,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AOZDKVLVS,
S1896718578,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.63,,43178,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CCNZMNJSI,
S1896718576,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.89,,42454,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CDBWZEVQE,
S1896718573,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,64.73,,17960,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/CDPULWHOA,
S1896718570,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,52.58,,62073,110614,Tournament,0.05,0,https://www.fanduel.com/entry/APNAXUJQU,
S1896718564,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,49.58,,74083,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AQOVXDHMM,
S1896718559,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,69.38,,8671,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/ANJKZCNZK,
S1896718552,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.51,,50094,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AOLFYLLVC,
S1896718547,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.28,,45183,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AOZDLCXSY,
S1896718543,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,47.96,,82510,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CCACADJRS,
S1896718540,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,33.46,,108646,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CCNZMUVPO,
S1896718536,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.20,,45419,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CDPUMDTLG,
S1896718529,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.90,,76267,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BZWMBLOAI,
S1896718526,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.47,,54344,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CAKJOCZYE,
S1896718523,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,67.64,,12175,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EGDYEJBCI,
S1896718519,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,52.66,,61979,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EGRVRANAE,
S1896718517,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,64.26,,18839,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EHFTDRYYA,
S1896718514,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,38.66,,105154,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EDMKSZTNC,
S1896718510,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,53,,61105,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EEAIFRFKY,
S1896718507,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,61.08,,25709,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EEOFSIRIU,
S1896718461,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,61.50,,24582,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/DNLICVZZS,
S1896718458,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.03,,52406,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DSUIZOPEE,
S1896718454,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.41,,54561,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DTIGMGBCA,
S1896718451,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,37.46,,106408,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DUKBLOYXS,
S1896718447,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,41.89,,100238,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DREQNOFKQ,
S1896718442,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.26,,91373,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DSGLMXDGI,
S1896718438,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,46.10,,87732,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DXPMJPSKU,
S1896718435,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.50,,50096,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DYRHIYQGM,
S1896718428,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,52.90,,61237,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DVLWKXWTK,
S1896718421,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,65.54,,16091,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/CTCZPIPDO,
S1896718413,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,53.50,,60288,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CQZJQQTME,
S1896718407,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.10,,55547,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CSBEPZRHW,
S1896718404,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.19,,45454,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CSPCCRDFS,
S1896718402,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.36,,51560,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DUXYYNWSU,
S1896718397,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,53.68,,59460,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DVZTXWUOM,
S1896718393,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,30.30,,109932,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CTCZPQBAU,
S1896718392,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.66,,77872,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CTQXCHMYQ,
S1896718389,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,27.76,,110190,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CUSSBQKUI,
S1896718388,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,63.39,,20012,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/CQZJQYFJK,
S1896718386,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,41.60,,100467,110614,Tournament,0.05,0,https://www.fanduel.com/entry/CRNHDPRHG,
S1896718357,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,63.75,,19518,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EPUEYHOQY,
S1896718353,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.33,,31544,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EMAWNPJGA,
S1896718350,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,58.11,,41854,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EMOUAGVDW,
S1896718345,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.70,,77511,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ENQOZPSZO,
S1896718343,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,57.87,,42605,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ATUGVEAZO,
S1896718338,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,47.90,,82720,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AUIEHVMXK,
S1896718335,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.09,,91984,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AUWBUMYVG,
S1896718331,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,49.98,,72252,110614,Tournament,0.05,0,https://www.fanduel.com/entry/AVJZHEKTC,
S1896718329,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,40.16,,103456,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ARQQWMFIE,
S1896718327,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,64.56,,18255,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/ASEOJDRGA,
S1896718323,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,44.50,,93423,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ASSLVVDDW,
S1896718321,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,32.89,,109077,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FBOBRBQVO,
S1896718317,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.68,,53531,110614,Tournament,0.05,0,https://www.fanduel.com/entry/FCBZDTCTK,
S1896718313,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,74.08,,3218,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/FCPWQKORG,
S1896718308,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.89,,47233,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EWSYHHZME,
S1896718306,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,54.96,,55712,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EXGVTZLKA,
S1896718302,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.06,,91995,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EXUTGQXHW,
S1896718299,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,34.90,,108144,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EYIQTIJFS,
S1896718296,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.41,,50319,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EUPIIQDUU,
S1896718292,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,68.13,,11148,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EVDFVHPSQ,
S1896718251,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,44.06,,93970,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BKXEKQSIQ,
S1896718248,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,69.27,,8923,110614,Tournament,0.05,0.15,https://www.fanduel.com/entry/BLLBXIEGM,
S1896718245,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.20,,55052,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BLYZJZQEI,
S1896718244,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.50,,89485,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BMMWWRCCE,
S1896718239,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,31.86,,109373,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BITOLYWRG,
S1896718237,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,67.74,,12053,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/BJVJLHUMY,
S1896718231,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.68,,29070,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/BKJGXZGKU,
S1896718226,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,48.66,,77872,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BQGFHJHNC,
S1896718224,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,37.06,,106575,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BNAUJIOAA,
S1896718220,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,61.20,,25316,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/BOCPIRLVS,
S1896718215,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,44.20,,93778,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BTLQFKBAE,
S1896718210,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,32,,109314,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BUNLESYVW,
S1896718208,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,44.80,,93060,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BRIAGSFIU,
S1896718204,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,58.20,,41649,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BSXSSSPCI,
S1896718199,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.87,,47378,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BYGTPLEGU,
S1896718197,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43.16,,98453,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BZIOOUCCM,
S1896718194,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.98,,46516,110614,Tournament,0.05,0,https://www.fanduel.com/entry/BWDDQTIPK,
S1896718191,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,35.36,,107918,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DKFXFCSJW,
S1896718186,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,58.94,,39628,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DLHSELQFO,
S1896718183,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,33.29,,108689,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DICHGKWSM,
S1896718161,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,56.39,,50332,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DGMOUKMYY,
S1896718158,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,43,,98664,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DHAMHBYWU,
S1896718157,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,46.05,,87875,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DHOJTTKUQ,
S1896718154,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,60.59,,29424,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/DEIYVSRHO,
S1896718152,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.46,,90621,110614,Tournament,0.05,0,https://www.fanduel.com/entry/DFKTVBPDG,
S1896718150,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,45.66,,89332,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ESZPWTMZW,
S1896718147,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,42.10,,99916,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EUBKWCKVO,
S1896718146,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,55.30,,54914,110614,Tournament,0.05,0,https://www.fanduel.com/entry/EQICLKFKQ,
S1896718143,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,49.26,,75262,110614,Tournament,0.05,0,https://www.fanduel.com/entry/ERJXKTDGI,
S1896718139,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,63.68,,19578,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EWSYHLSKU,
S1896718137,nfl,2019/11/28,$5K Thu NFL Pooch Punt,$60k,66.57,,14132,110614,Tournament,0.05,0.10,https://www.fanduel.com/entry/EXUTGUQGM,
