Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1883523462,nfl,2019/11/18,NFL Beginner 50/50 ($2) (KC @ LAC),$60k,,,1,21,Tournament,2,0,https://www.fanduel.com/entry/AUWCOSSAZ, endedunmatched
S1883462336,nfl,2019/11/18,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,49.60,,150256,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BHRTZYSPU,
S1877946827,nfl,2019/11/17,$5K NFL Beginners Drive (10 Entries Max) ,$60k,128.84,,782,2777,Tournament,2,0,https://www.fanduel.com/entry/EQIBZQLVQ,
S1877923059,nfl,2019/11/17,$5K NFL Beginners Drive (10 Entries Max) ,$60k,109.82,,1798,2777,Tournament,2,0,https://www.fanduel.com/entry/CQLMBGLQC,
S1876393208,nfl,2019/11/14,NFL Beginner 50/50 ($1) (PIT @ CLE),$60k,51.54,,25,100,Tournament,1,1.80,https://www.fanduel.com/entry/BAFBRCXPE,
S1873144256,nfl,2019/11/11,$40K Mon NFL Snap ($4K to 1st),$60k,52.98,,9372,15873,Tournament,3,0,https://www.fanduel.com/entry/BCISMELAL,
S1873142702,nfl,2019/11/11,$40K Mon NFL Snap ($4K to 1st),$60k,55.88,,7648,15873,Tournament,3,0,https://www.fanduel.com/entry/BEMILOXKX,
S1872596527,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,64.88,,26628,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/ENCQLRVEE,
S1872596522,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,49.99,,127789,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ATUFTXPCA,
S1872596515,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,59.07,,65591,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AUIDGPAZW,
S1872596512,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,67.08,,20533,191616,Tournament,0.05,0.12,https://www.fanduel.com/entry/AUWATGMXS,
S1872596509,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,55.10,,95362,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AVJYFXYVO,
S1872596506,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,62.87,,35912,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/ASENHXFIM,
S1872596502,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,39.18,,176561,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ATGIHGDEE,
S1872596495,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,64.19,,29115,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/AYBLRHGKU,
S1872596488,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,55.11,,94647,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AZREDHQEI,
S1872596483,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,53.38,,105443,191616,Tournament,0.05,0,https://www.fanduel.com/entry/DDVAIJRGQ,
S1872596410,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,46.80,,148407,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BJHKXGDSY,
S1872596405,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,42.90,,165463,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BKJFWPBOQ,
S1872596399,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,43.37,,164414,191616,Tournament,0.05,0,https://www.fanduel.com/entry/EWEZTNUPK,
S1872596392,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,43.37,,164414,191616,Tournament,0.05,0,https://www.fanduel.com/entry/FBOAQGJTW,
S1872596386,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,49.60,,130550,191616,Tournament,0.05,0,https://www.fanduel.com/entry/FCPVPPHPO,
S1872596383,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,40.95,,172306,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ATUFUFAZG,
S1872596377,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,60.49,,55136,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AUIDGWMXC,
S1872596368,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,60,,61446,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AUWATNYUY,
S1872596358,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,64.19,,29115,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/ARQPVNFHW,
S1872596352,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,63.90,,31477,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/ASENIERFS,
S1872596346,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,58.40,,71911,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ASSKUWDDO,
S1872596339,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,58.40,,71911,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AYBLROSIA,
S1872596333,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,62.29,,39817,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/AYPJEGEFW,
S1872596328,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,59.67,,63024,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AZDGQXQDS,
S1872596324,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,34.43,,186580,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AZREDPCBO,
S1872596316,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,53.87,,102172,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AVXVSWWQQ,
S1872596313,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,54.88,,95796,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AWLTFOIOM,
S1872596306,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,53.38,,105443,191616,Tournament,0.05,0,https://www.fanduel.com/entry/AXNOEXGKE,
S1872596299,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,53.38,,105443,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BCWPBPVOQ,
S1872596293,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,51.78,,115581,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BAFBQGNZK,
S1872596210,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,45.18,,159074,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CBMDMJEUY,
S1872596206,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,51.77,,115853,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CGHGWKIBO,
S1872596199,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,62.19,,43341,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/CGVEJBTZK,
S1872596192,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,48.53,,139428,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CHJBVTFXG,
S1872596188,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,48.63,,139181,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CHWZIKRVC,
S1872596182,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,55.58,,88816,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CEDQXSMKE,
S1872596176,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,48.98,,135771,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CEROKJYIA,
S1872596169,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,55.57,,88886,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CFTJJSWDS,
S1872596161,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,61.03,,51180,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CLCKGLLIE,
S1872596153,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,68.08,,16814,191616,Tournament,0.05,0.12,https://www.fanduel.com/entry/CLQHTCXGA,
S1872596146,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,61.48,,47032,191616,Tournament,0.05,0.10,https://www.fanduel.com/entry/CMEFFUJDW,
S1872596141,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,68.07,,16945,191616,Tournament,0.05,0.12,https://www.fanduel.com/entry/CJMRULBOQ,
S1872596135,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,45.80,,154345,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CKAPHCNMM,
S1872596130,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,42.90,,165463,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CPJQDVCQY,
S1872596122,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,46.71,,149176,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CPXNQMOOU,
S1872596113,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,49.99,,127789,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CQLLDEAMQ,
S1872596107,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,49.80,,128909,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CMSCSLVBS,
S1872596101,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,46.90,,147522,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CNGAFDGZO,
S1872596098,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,50.71,,121088,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CNTXRUSXK,
S1872596093,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,53.99,,100999,191616,Tournament,0.05,0,https://www.fanduel.com/entry/COHVEMEVG,
S1872596001,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,47.48,,144042,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CIYUHXIPK,
S1872595988,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,44.73,,160797,191616,Tournament,0.05,0,https://www.fanduel.com/entry/COVSRHJRS,
S1872595980,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,46.88,,147831,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CPXNQQHNK,
S1872595971,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,45.08,,159517,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CMSCSPOAI,
S1872595966,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,51.67,,116678,191616,Tournament,0.05,0,https://www.fanduel.com/entry/CNGAFGZYE,
S1872595959,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,43.18,,164891,191616,Tournament,0.05,0,https://www.fanduel.com/entry/COHVEPXTW,
S1872595952,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,40.28,,174627,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BLLAWJEGE,
S1872595946,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,40.78,,173180,191616,Tournament,0.05,0,https://www.fanduel.com/entry/BLYYJAQEA,
S1872595940,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,47.37,,144446,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ACRIEWCOU,
S1872595933,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,39.18,,176561,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ADFFRNOMQ,
S1872595930,nfl,2019/11/11,$8K Mon NFL Pooch Punt (150 Entries Max),$60k,60.91,,51836,191616,Tournament,0.05,0,https://www.fanduel.com/entry/ADTDEFAKM,
